platform,domain,owner_name,link,pixelId,facebook_url,like_num,share_num,comment_num
SHOPIFY,vr-shops-online.myshopify.com,VR Shops Online,https://vr-shops-online.myshopify.com/products/guitar-ceramic-mug-cup,1432895616891613.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTA2NjYyMzA3NDQ2MzAxIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf0:7WO8ZsEo4Yf-7tgh5772otdw_yo,192,35,4
SHOPIFY,birdandbeenaturals.com,Bird and Bee Naturals,https://shortlink.store/vOAOA14_F,695562287618253.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTE2Nzc1MzczMDYxNDE3IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf0:xBMwPyOujhLktmyVbDfEo8uCN_E,0,0,0
SHOPIFY,shop.oldrow.net,Shacker Sunday,https://tinyurl.com/y6skn789,740200859447362.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjUxNTUxNDIzMTgxNDUzOSIsImFub255bW91cyI6dHJ1ZX0:1jARf0:ZGMqP2LOOOeAOau5XWFrktb-bcA,0,0,0
SHOPIFY,www.frenchpresscoffee.com,Frenchpresscoffee.com,https://www.frenchpresscoffee.com/products/bodum-replacement-parts-spare-mesh-filter,1013783512049674.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTYyODY2MDc1NzM4NjIxNSIsImFub255bW91cyI6dHJ1ZX0:1jARf0:GUMPI6cR1gKb9D1rhtFOTIm7Heg,0,0,0
SHOPIFY,ominouslittlecup.com,Ominous Little Cup,https://shortlink.store/bykmqF-Ty,1030335973964329.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTEzMDA5MDM2Nzk1MzQzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf0:tsgIHpVgb_wp4ONEgQaS5ShnJ-A,0,0,0
SHOPIFY,unlawfulthreads.com,Skulls Inc.,http://bit.ly/sh0pHalloween,267365327203723.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vODc1MjU3MDE5MzAwNTMzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf0:OUX_bYk1h80pzWl9l9nU4D325TA,0,0,0
MERCHIZE,howtotee.com,Hallmark Movie Lovers,http://rebrand.ly/kpxel8,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAxNTQ0NjI0NjAwNDYzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf0:RfnUwddx2rdP7Tu8_H-m041x28Y,6,2,2
SHOPIFY,www.frenchpresscoffee.com,Frenchpresscoffee.com,https://www.frenchpresscoffee.com/products/bodum-replacement-parts-spare-mesh-filter,1013783512049674.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTYyODY2MDc1NzM4NjIxNSIsImFub255bW91cyI6dHJ1ZX0:1jARf0:GUMPI6cR1gKb9D1rhtFOTIm7Heg,0,0,0
SHOPIFY,lilyroselondon.com,Lily Rose London,https://lilyroselondon.com/collections/luxe,113342866043969.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTMxMDgzNTEwODQxMDUwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf0:vkNv9-Fcexm1U1LANLflxoyAGo0,5,1,0
SHOPIFY,ominouslittlecup.com,Ominous Little Cup,https://shortlink.store/QBDD2xguo,1030335973964329.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTEzMDA5MDM2Nzk1MzQzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf0:tsgIHpVgb_wp4ONEgQaS5ShnJ-A,0,0,0
SHOPIFY,52mug.com,52MUG-manycups,https://shortlink.store/cX_096UdV,2901201333243706.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTEwNzEyOTMwMzcyNzMxIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf0:uPUAbagWV0Ei0HTDK6Rxw8-s-88,0,0,0
SHOPIFY,ominouslittlecup.com,Ominous Little Cup,https://shortlink.store/bykmqF-Ty,1030335973964329.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTEzMDA5MDM2Nzk1MzQzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf1:7F4PCZ1KVlRexRD2JcbqTEZTV7g,0,0,0
SHOPIFY,ominouslittlecup.com,Ominous Little Cup,https://shortlink.store/SD5Wi_XDZ,1030335973964329.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTEzMDA5MDM2Nzk1MzQzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf1:7F4PCZ1KVlRexRD2JcbqTEZTV7g,0,0,0
SHOPIFY,www.jbazz.com,JBAZZ,https://tinyurl.com/yyjr6xe2,402301210474827.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTA5NDA4MDAzNzczNTI0IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf1:knWDa7nFNsUu-Jiz0BPNYUCnqXs,0,0,0
SHOPIFY,doggify.online,Doggify,https://tinyurl.com/yxpnt4c8,399207007403089.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAxMzM5MjE0NTc0OTg0IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf1:CERi0YNrsC4QXFleZP4yl6CmSYI,1,0,0
SHOPIFY,skullvikings.com,Skull Vikings,https://skullvikings.com/collections/drinking/products/horn-cup-1,475114149490742.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAwNzM5OTcwOTM2MzU1OCIsImFub255bW91cyI6dHJ1ZX0:1jARf1:EMwocuSpbuTQhMOFNB17x1SFqh8,17,1,1
SHOPIFY,www.jbazz.com,JBAZZ,https://tinyurl.com/yyjr6xe2,402301210474827.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTA5NDA4MDAzNzczNTI0IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf1:knWDa7nFNsUu-Jiz0BPNYUCnqXs,0,0,0
SHOPIFY,shop.oldrow.net,Shacker Sunday,https://tinyurl.com/y6skn789,740200859447362.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjUxNTUxNDIzMTgxNDUzOSIsImFub255bW91cyI6dHJ1ZX0:1jARf2:6Qz7KJxUiVHB5VI0EC-3PRi6-l8,0,0,0
SHOPIFY,www.ecotradecompany.com,Eco Trade Company,https://tinyurl.com/shvdd4c,343467002965215.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTEyMDA1MzAxMTUxODAxOSIsImFub255bW91cyI6dHJ1ZX0:1jARf2:SteKLmT9dWnteie890oOYfW0s0c,0,0,0
SHOPIFY,everhers.com,EverHers,https://tinyurl.com/ueu9f66,237861810283280.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vNzAwOTQxNzAwMjk2Mjg4IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:dEnMi-VDuqHTOwPT3LF4yJ7RUZA,0,0,0
SHOPIFY,streetfoodpackaging.co.uk,Streetfood Packaging,https://streetfoodpackaging.co.uk/collections/paper-cups/products/black-coffee-cup-12-oz,920202268117831.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vNjE5OTY1MDU4MTg0ODU4IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:-gn09RrlI50cnQoAkWiNkv3v5Og,0,0,0
ETSY,www.etsy.com,BeGruntle,https://etsy.me/2HRNkI1,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTY2NjgwMzU3NzMzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:BbIa3N3vGDkQxOdyKZTR3xc7WMc,0,0,0
SHOPIFY,janischcreations.com,Janisch Creations,https://janischcreations.com/products/copy-of-bring-me-a-dr-pepper-and-tell-me-i-m-pretty-tumbler?variant=31761059479649,2623746501185811.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vNjQ2ODUzNzUyNDIwODc1IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:qbBF05rIWXrV5eJ5BxD4J0-LF_Q,2,0,0
SHOPIFY,www.wickedkreations.com.au,Wicked Kreations,https://www.wickedkreations.com.au/collections/ready-made-tumblers/products/best-fucking-aunty-350ml-wine-tumbler,114787232459404.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTE1MTE2Njg2MTYwNzkzNSIsImFub255bW91cyI6dHJ1ZX0:1jARf2:4N1QuXmwzg57k8sfRdwX8VbERdE,0,1,2
SHOPIFY,donaldtrumpstoreusa.com,Trump Rules,https://shortlink.store/iuHgcre0J,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTY2NzQyNjk3MDU0Mzg5IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:xN6rLkcznGt5wlpbYbGuvYN78cI,3,1,0
SHOPIFY,d1scountstat1on.com,D1scountstat1on,https://shortlink.store/bd2blOVYc,1748336872158470.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAxMzAyMDcxMjc5MjEzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:DtZLPqe-zr75cN7BJXoxFu52lVw,5,0,0
WOOCOMMERCE,printzily.com,Sugar Skulls,https://rebrand.ly/3d42bz,1839031276158716.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTA5MjA0NDY3Mjc1ODk1IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:fbeJcOz4keNwtpF_dO2HYy8Zedo,29,9,0
WOOCOMMERCE,www.rockinstore.net,Nurse Life,https://rockinstore.co/i1d1200121001,452763858760159.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjAxMDA1MTg4MjY0ODAyNCIsImFub255bW91cyI6dHJ1ZX0:1jARf2:gSUxTw5uUq8-qQ3evcpV70H7NIA,20,7,1
WOOCOMMERCE,printzily.com,Life is better with animals,https://rebrand.ly/56am3tsc,1839031276158716.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTA5MDcxNzEzOTU5MTQyIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:uCSkQzeKczA8is8rpO6GaY7WDkQ,8,0,0
SHOPIFY,cupomg.com,Cupomg.com,https://rebrand.ly/qnn11tc,592544301502611.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAyODc0NzExMjMxOTgyIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:HRYa1VgVt0NuVEIZKMFjl8hwr_o,28,35,2
WOOCOMMERCE,wickedkreations.com.au,Wicked Kreations,https://wickedkreations.com.au/product/sprinkle-tits-12oz-wine-tumbler/,114787232459404.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTE1MTE2Njg2MTYwNzkzNSIsImFub255bW91cyI6dHJ1ZX0:1jARf2:4N1QuXmwzg57k8sfRdwX8VbERdE,15,8,11
SHOPIFY,thecovenofsisters.com,The Coven of Sisters,https://thecovenofsisters.com/products/never-find-you-tumbler,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjAwMzgzODI2MzI2NzkyMCIsImFub255bW91cyI6dHJ1ZX0:1jARf2:wauwlE4ondF0T6HxDYrbkA0z5GA,2,0,0
SHOPIFY,cupomg.com,Cupomg.com,https://rebrand.ly/qnn24tc,592544301502611.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAyODc0NzExMjMxOTgyIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:HRYa1VgVt0NuVEIZKMFjl8hwr_o,4,8,0
SHOPIFY,doo-doo-boutique.myshopify.com,Seek the magic,https://doo-doo-boutique.myshopify.com/products/music-is-my-life-tumbler,2366082623623924.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjMwMTgyMTYyMzQwMjExNSIsImFub255bW91cyI6dHJ1ZX0:1jARf2:cLAT0Xxrk0rxp7VriqVyi3VIj0M,2,1,0
SHOPIFY,jewelrebel.com,You Are My Sunshine,https://jewelrebel.com/collections/tumblers/products/we-are-best-friends-because-laser-etched-tumbler,351189142226701.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTEzNzc1NTQzMzM3ODE5IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:S1iwNseg73lo3PDrIAV1kV9evtg,5,4,5
SHOPIFY,fullystitched.com,America We Grow Heroes,https://fullystitched.com/products/drunk-on-freedom-laser-etched-tumbler?variant=29151720538225,350577589129430.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMzMwNjMwMjMwOTc5MDA5IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:feBp_1r_kIfXBY63Mgu_Mq7NQJw,1,0,2
SHOPIFY,proudthunderbird.com,Native American Soul,https://bit.ly/2ETIUyG,843628042448366.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTU1NzcwNzc1MjczNTA0IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf2:BMCMYivy4TmNFoJZozx-WzoL_no,58,14,6
SHOPIFY,soulfulwear.com,Soulful Wear,https://soulfulwear.com/collections/new-releases/products/true-crime-glass-of-wine-in-bed-by-nine-tumbler,190704894673204.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTY3NjcxNTE5MjU3Mjk2NSIsImFub255bW91cyI6dHJ1ZX0:1jARf3:0kDSYlZs6g9T2fTg-h8_XoNOedE,18,6,21
SHOPIFY,sarcasticmerch.com,Sarcastic Merch,https://sarcasticmerch.com/collections/tumblers/products/inhale-exhale-laser-etched-tumbler?variant=18135886561331,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTgwNjA1NTQ5MTIzMjc0IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:h06XATTbl_ZCzr2x06OGEk1eo_w,2,0,0
SHOPIFY,duvely.com,Duvely,https://duvely.com/products/proud-veteran,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAzNDMwMzA3NzU0NTczIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:RDFmVwnNDEEPFBRPoGKq2xkQ9sI,6,0,0
SHOPIFY,d1scountstat1on.com,D1scountstat1on,https://shortlink.store/QwH9AQzf0,1748336872158470.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAxMzAyMDcxMjc5MjEzIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:Arj0zhgHhNZgkiqcum1grFkQgDg,4,0,0
SHOPIFY,lexislittlebowtique.com,Lexi's Little Bowtique,https://lexislittlebowtique.com/products/dr-pepper-tumbler,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTU4MjYzMzE1ODYzMTczNSIsImFub255bW91cyI6dHJ1ZX0:1jARf3:TeiihXPsbo_fJiS7WfO5lW-pWso,8,2,7
SHOPIFY,janischcreations.com,Janisch Creations,https://janischcreations.com/collections/ready-to-ship/products/mama-bear-tumbler,2623746501185811.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vNjQ2ODUzNzUyNDIwODc1IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:GFJd6-HS1ALbruj22bF032OqKPo,8,0,0
SHOPIFY,soulfulwear.com,Soulful Wear,https://soulfulwear.com/collections/all-items/products/take-me-with-you-tumbler,190704894673204.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTY3NjcxNTE5MjU3Mjk2NSIsImFub255bW91cyI6dHJ1ZX0:1jARf3:0kDSYlZs6g9T2fTg-h8_XoNOedE,0,0,0
WOOCOMMERCE,wozoro.com,Outdoor Funky,https://outdoors.team/tj68,731376210580000.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTA4NjQ2MjkwNTYxMTY0IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:d-aq-tlDnwjbW_pbbc-pE0-P9bw,48,8,12
SHOPIFY,janischcreations.com,Janisch Creations,https://janischcreations.com/collections/frontpage/products/mommy-and-me-sunflower-tumbler,2623746501185811.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vNjQ2ODUzNzUyNDIwODc1IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:GFJd6-HS1ALbruj22bF032OqKPo,6,0,0
SHOPIFY,kozmozgift.com,4ever Lover German Shepherd,https://cosmosgear.online/200305200ADS-5mar20,452655012080430.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTA5ODY5ODMwNjIzMTQwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:PzS8cKqHOzi4UhZQyYzrT24FLC4,9,0,0
SHOPIFY,shop.teamneverquit.com,Team Never Quit,https://shop.teamneverquit.com/collections/accessories/products/28-oz-stainless-steel-black-tumbler-pre-sale,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMzIxOTUwMjI3OTA4MTUwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:ZpalO8rbuvPWMWHYdWEcSsDJLno,134,5,2
WOOCOMMERCE,tumblerprints.com,"What did you buy, Today?",http://bit.ly/2VQAMIU,233011254391429.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTEwNTEzMDc3MjIxNTM1IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:ROV_rAscGLgd2T1I6Ftyzz6h7Xw,6,7,0
WOOCOMMERCE,gopostore.com,Gopostore.com,https://tinyurl.com/tvkasdr,265778770497148.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTE1NjQ0NjMzMjE1MDQwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:iL2xHE1zVNMTL768Ijh-93Ws-tQ,22,8,0
SHOPIFY,fullystitched.com,Fully Stitched,https://fullystitched.com/discount/CUP50?redirect=/collections/tumblers/products/women-for-trump-colors-printed-tumbler,350577589129430.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vNDI5NDE1NjE0MTI5MDg4IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:LBxYld5rOj03sv10hkhZAfTrZSU,10,2,2
GEARBUBBLE,www.gearbubble.com,We Support Mechanics,https://www.gearbubble.com/mechanic-as-tumbler,,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTAzNzk2ODA4MjkyMTE3NCIsImFub255bW91cyI6dHJ1ZX0:1jARf3:AYPk_-V5xv338g9wdpo4TSofrhQ,1,0,1
SHOPIFY,nvr2lte2shop.com,Pet Lovers Rock,https://shortlink.store/x8KghJpzd,1960306537425572.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTc0MDY5NDQ2Mjg0MjAxNiIsImFub255bW91cyI6dHJ1ZX0:1jARf3:9HRvYlAan4WaAezq9maKgjDYoC8,0,0,0
SHOPIFY,nvr2lte2shop.com,Health 4 Living,https://shortlink.store/bwSNHvDSw,1960306537425572.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjMxODE2MjIzODc2NzAwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:tvO-HmKR4yONQ8pbjb23AJHARrw,0,0,0
SHOPIFY,islandjay.com,Island Jay,https://islandjay.com/products/my-birthstone-is-a-seashell-laser-engraved-metal-stemless-wine-tumbler,674355292700400.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTgxMzIwNDM1MzI1MjE3IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:JFOLkLDszIWiEttSTwgJ9lLpulY,12,0,0
SHOPIFY,nvr2lte2shop.com,Health 4 Living,https://shortlink.store/5nOSTDvuXs,1960306537425572.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjMxODE2MjIzODc2NzAwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:tvO-HmKR4yONQ8pbjb23AJHARrw,0,0,0
SHOPIFY,fullystitched.com,Fully Stitched,https://fullystitched.com/products/keep-the-aliens-out-color-printed-tumbler?_pos=2&_sid=4cce0410e&_ss=r,350577589129430.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vNDI5NDE1NjE0MTI5MDg4IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf3:LBxYld5rOj03sv10hkhZAfTrZSU,2,1,2
SHOPIFY,nvr2lte2shop.com,Health 4 Living,https://shortlink.store/bwSNHvDSw,1960306537425572.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjMxODE2MjIzODc2NzAwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:bFpgdcGLTUBxAzO9_Y9FEHTnq5Q,0,0,0
SHOPIFY,www.wickedkreations.com.au,Wicked Kreations,https://www.wickedkreations.com.au/collections/glitter-painted-tumblers/products/15oz-stainless-steel-ink-tumbler,114787232459404.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTE1MTE2Njg2MTYwNzkzNSIsImFub255bW91cyI6dHJ1ZX0:1jARf5:CoBm6Y3mIA7q0Klfr89edWwzry8,1,0,0
SHOPIFY,fullystitched.com,America We Grow Heroes,https://fullystitched.com/products/44-magnum-laser-etched-tumbler?variant=29428164460657,350577589129430.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMzMwNjMwMjMwOTc5MDA5IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:cvDwyQvGR9JTtM-TtTcnQxOZQPg,2,0,3
SHOPIFY,nvr2lte2shop.com,Health 4 Living,https://shortlink.store/ElR-DoySg,1960306537425572.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjMxODE2MjIzODc2NzAwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:bFpgdcGLTUBxAzO9_Y9FEHTnq5Q,0,0,0
SHOPIFY,unlawfulthreads.com,Death Before Decaf,http://bit.ly/2RSPRCLFRG,267365327203723.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMzQ5MTg1Njk1NDM1NjQ1IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:4YpIhqK7GaSBJ-mXySkWDOWc7TM,0,0,0
SHOPIFY,fullystitched.com,America We Grow Heroes,https://fullystitched.com/products/glock-patent-laser-etched-tumbler,350577589129430.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMzMwNjMwMjMwOTc5MDA5IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:cvDwyQvGR9JTtM-TtTcnQxOZQPg,14,2,1
SHOPIFY,nvr2lte2shop.com,Health 4 Living,https://shortlink.store/_2LzzJd5A,1960306537425572.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMjMxODE2MjIzODc2NzAwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:bFpgdcGLTUBxAzO9_Y9FEHTnq5Q,0,0,0
SHOPIFY,thoughtfulorange.com,Thoughtful Orange,http://bit.ly/2CiYXVC,489063254913764.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMTA0OTMxNDc0MTk1OTUwIiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:6fjClw5nUNHMPyimC6NaMsMT5C0,5,0,0
SHOPIFY,glittersips.com,Glitter Sips,https://glittersips.com/products/rocking-around-the-christmas-tree-glitter-tumbler,342672752913051.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vNzg2NTM0MzQ4MDc3MjI4IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:UK_kg-Wcis6P-BHfw0dVthWW-j8,41,0,12
SHOPIFY,www.kimlarsendesigns.com,Kim Larsen Designs- Custom High End Glitter Tumblers,https://www.kimlarsendesigns.com/products/the-big-bang-theory-glitter-tumbler,857301224451006.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vMzE4NTg1MjE1NTc1MDE0IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:v_mfyKRi_cXxzajxrSjhs3NxTuk,20,2,0
SHOPIFY,manddsororitygifts.com,Alpha Chi Omega Gifts & Apparel,https://tinyurl.com/uf5ujh2,852283221640041.0,http://dmmspy.com//external-url/?data=eyJ1cmwiOiJodHRwczovL3d3dy5mYWNlYm9vay5jb20vODgyMDA4OTQ1MjU4Njk1IiwiYW5vbnltb3VzIjp0cnVlfQ:1jARf5:C1l2cNDs2-LPGLEZ1St61EZyA7M,0,0,0
